city,region,storage_time,time_since_cooking,storage_condition,container_type,food_type,moisture_type,cooking_method,texture,smell,freshness_level
Mumbai,West,14.5,3.31,refrigerated,open,Seafood,dry,baked,soft,strong,Medium
Patna,East,13.8,2.54,refrigerated,open,Non-Vegetarian,wet,fried,dry,slight,Medium
Shillong,NorthEast,27.0,1.58,refrigerated,plastic,Seafood,wet,baked,soggy,neutral,Medium
Chennai,South,4.6,4.69,refrigerated,plastic,Vegetarian,semi-wet,boiled,soggy,strong,Medium
Raipur,Central,4.0,1.6,refrigerated,closed,Bakery,dry,boiled,moist,sour,Medium
Kolkata,East,12.9,2.94,outside,open,Non-Vegetarian,semi-wet,steamed,soft,strong,Spoiled
Surat,West,23.0,6.46,refrigerated,open,Dairy,wet,boiled,crispy,fermented,Spoiled
Nagpur,Central,25.4,4.43,refrigerated,plastic,Non-Vegetarian,wet,boiled,moist,slight,Spoiled
Jaipur,North,12.5,3.27,refrigerated,open,Vegetarian,dry,steamed,soft,fermented,Spoiled
Kolkata,East,5.7,2.51,refrigerated,plastic,Seafood,semi-wet,baked,soggy,neutral,Medium
Srinagar,North,10.3,0.27,refrigerated,plastic,Dairy,dry,boiled,soggy,fermented,Medium
Guwahati,NorthEast,2.2,4.61,outside,closed,Bakery,semi-wet,fried,soft,slight,Medium
Nagpur,Central,7.2,0.54,refrigerated,metal,Non-Vegetarian,dry,fried,crispy,neutral,Fresh
Bhubaneswar,East,16.7,0.02,outside,closed,Bakery,dry,boiled,dry,slight,Medium
Surat,West,16.5,1.76,refrigerated,closed,Vegetarian,wet,steamed,crispy,sour,Medium
Bhubaneswar,East,10.6,1.9,outside,metal,Vegetarian,dry,baked,moist,neutral,Medium
Shillong,NorthEast,24.4,1.88,outside,metal,Dairy,semi-wet,boiled,soggy,slight,Spoiled
Lucknow,North,38.3,1.13,refrigerated,plastic,Vegetarian,dry,baked,firm,fermented,Spoiled
Mumbai,West,12.2,0.23,outside,metal,Seafood,wet,baked,firm,sour,Spoiled
Guwahati,East,12.1,2.59,refrigerated,plastic,Dairy,semi-wet,boiled,dry,neutral,Medium
Guwahati,East,16.3,0.53,refrigerated,closed,Bakery,wet,baked,crispy,sour,Medium
Kochi,South,1.8,1.44,refrigerated,open,Dairy,dry,baked,firm,strong,Fresh
Kochi,South,21.9,0.69,outside,open,Dairy,dry,baked,moist,neutral,Spoiled
Guwahati,NorthEast,0.0,5.02,refrigerated,plastic,Non-Vegetarian,semi-wet,steamed,crispy,neutral,Fresh
Bhubaneswar,East,25.4,0.31,outside,open,Bakery,dry,baked,crispy,slight,Spoiled
Bengaluru,South,30.4,1.03,outside,plastic,Vegetarian,semi-wet,boiled,crispy,slight,Spoiled
Jaipur,North,0.0,1.34,outside,open,Vegetarian,dry,boiled,soft,slight,Medium
Kolkata,East,30.3,4.55,refrigerated,closed,Vegetarian,dry,fried,soft,slight,Fresh
Nagpur,Central,19.3,4.96,refrigerated,closed,Bakery,wet,baked,firm,sour,Spoiled
Bhubaneswar,East,29.6,1.72,refrigerated,closed,Vegetarian,wet,steamed,firm,slight,Medium
Chandigarh,North,33.0,6.22,refrigerated,closed,Bakery,semi-wet,steamed,soggy,neutral,Medium
Surat,West,0.0,1.27,refrigerated,open,Non-Vegetarian,semi-wet,steamed,soggy,sour,Medium
Shillong,NorthEast,13.6,2.77,refrigerated,closed,Bakery,wet,baked,firm,sour,Spoiled
Imphal,NorthEast,7.6,4.97,outside,open,Vegetarian,wet,steamed,soft,slight,Spoiled
Indore,Central,35.1,0.91,outside,closed,Non-Vegetarian,wet,boiled,soft,slight,Spoiled
Kolkata,East,8.3,5.1,outside,closed,Seafood,semi-wet,fried,moist,fermented,Spoiled
Kochi,South,7.2,3.57,outside,metal,Bakery,dry,boiled,soft,fermented,Spoiled
Indore,Central,9.2,6.3,outside,closed,Vegetarian,wet,baked,crispy,slight,Spoiled
Bhopal,Central,3.5,0.79,refrigerated,metal,Dairy,wet,steamed,moist,sour,Medium
Guwahati,NorthEast,6.5,3.92,outside,open,Dairy,wet,steamed,soggy,fermented,Spoiled
Bengaluru,South,9.3,1.35,refrigerated,open,Vegetarian,dry,fried,moist,slight,Fresh
Guwahati,NorthEast,24.3,3.18,refrigerated,plastic,Non-Vegetarian,dry,boiled,dry,slight,Medium
Bhopal,Central,17.8,0.64,outside,closed,Seafood,dry,steamed,soft,neutral,Medium
Indore,Central,0.0,2.43,outside,open,Bakery,dry,boiled,soft,strong,Spoiled
Goa,West,3.3,4.61,outside,closed,Dairy,wet,baked,crispy,strong,Spoiled
Hyderabad,South,22.8,3.23,outside,open,Bakery,dry,boiled,crispy,fermented,Spoiled
Bhopal,Central,36.6,0.19,outside,plastic,Dairy,wet,fried,moist,neutral,Spoiled
Kolkata,East,33.7,0.28,refrigerated,closed,Non-Vegetarian,semi-wet,steamed,crispy,neutral,Fresh
Kochi,South,0.0,0.31,refrigerated,metal,Vegetarian,wet,fried,firm,strong,Fresh
Lucknow,North,19.1,2.12,refrigerated,metal,Bakery,wet,steamed,moist,fermented,Spoiled
Bhubaneswar,East,25.6,4.95,refrigerated,closed,Dairy,semi-wet,fried,firm,fermented,Spoiled
Bhubaneswar,East,0.0,3.84,outside,closed,Non-Vegetarian,wet,boiled,moist,fermented,Spoiled
Indore,Central,10.9,0.35,refrigerated,plastic,Dairy,wet,boiled,firm,slight,Fresh
Delhi,North,24.8,2.72,outside,metal,Non-Vegetarian,dry,fried,soggy,fermented,Spoiled
Surat,West,0.0,1.78,refrigerated,plastic,Bakery,wet,baked,dry,sour,Medium
Goa,West,11.0,4.42,outside,metal,Bakery,wet,fried,crispy,slight,Spoiled
Raipur,Central,13.8,1.5,outside,closed,Non-Vegetarian,dry,steamed,moist,neutral,Medium
Chandigarh,North,0.0,1.82,outside,closed,Seafood,dry,fried,soft,sour,Medium
Imphal,NorthEast,15.6,1.11,outside,metal,Seafood,wet,steamed,soggy,slight,Spoiled
Hyderabad,South,23.3,5.07,refrigerated,open,Seafood,semi-wet,fried,soggy,neutral,Medium
Jaipur,North,24.7,3.95,refrigerated,metal,Dairy,wet,steamed,soft,strong,Medium
Delhi,North,16.3,0.5,outside,open,Dairy,semi-wet,baked,moist,neutral,Medium
Lucknow,North,5.4,2.49,outside,plastic,Vegetarian,wet,boiled,soft,fermented,Spoiled
Delhi,North,22.1,0.97,refrigerated,metal,Non-Vegetarian,semi-wet,steamed,dry,sour,Medium
Kolkata,East,25.4,1.78,outside,metal,Vegetarian,dry,baked,crispy,slight,Spoiled
Guwahati,NorthEast,16.6,5.98,refrigerated,closed,Dairy,dry,baked,crispy,strong,Medium
Chennai,South,3.4,5.5,refrigerated,plastic,Vegetarian,semi-wet,fried,dry,slight,Fresh
Nagpur,Central,3.3,3.62,refrigerated,open,Seafood,wet,boiled,crispy,strong,Medium
Bhopal,Central,21.6,4.41,outside,closed,Bakery,wet,fried,crispy,slight,Spoiled
Chennai,South,22.9,7.13,outside,closed,Seafood,wet,steamed,crispy,slight,Spoiled
Nagpur,Central,25.1,2.83,outside,closed,Vegetarian,wet,steamed,soft,slight,Spoiled
Guwahati,NorthEast,18.3,1.82,outside,closed,Non-Vegetarian,dry,boiled,dry,neutral,Medium
Guwahati,NorthEast,21.7,3.51,outside,plastic,Vegetarian,dry,baked,dry,slight,Spoiled
Bhopal,Central,0.0,5.89,refrigerated,closed,Bakery,wet,fried,firm,neutral,Fresh
Raipur,Central,8.9,2.81,refrigerated,metal,Seafood,dry,boiled,firm,fermented,Medium
Goa,West,0.0,2.45,refrigerated,metal,Vegetarian,wet,steamed,crispy,neutral,Fresh
Lucknow,North,11.5,0.79,outside,plastic,Bakery,semi-wet,fried,crispy,slight,Medium
Kochi,South,0.0,6.24,outside,metal,Dairy,semi-wet,fried,soggy,slight,Medium
Ahmedabad,West,17.5,3.31,outside,plastic,Seafood,dry,fried,crispy,sour,Spoiled
Goa,West,8.7,2.66,refrigerated,closed,Non-Vegetarian,dry,boiled,soggy,fermented,Medium
Guwahati,East,20.1,6.42,outside,closed,Seafood,dry,fried,firm,neutral,Spoiled
Jaipur,North,19.2,4.79,refrigerated,open,Non-Vegetarian,wet,fried,firm,strong,Medium
Bengaluru,South,0.0,2.14,refrigerated,closed,Non-Vegetarian,semi-wet,steamed,soft,strong,Fresh
Kolkata,East,14.9,1.87,refrigerated,plastic,Non-Vegetarian,semi-wet,steamed,dry,sour,Spoiled
Guwahati,NorthEast,0.2,0.39,outside,metal,Bakery,wet,fried,moist,fermented,Spoiled
Chennai,South,20.6,0.17,outside,plastic,Vegetarian,wet,fried,soggy,slight,Spoiled
Delhi,North,13.6,9.28,refrigerated,closed,Non-Vegetarian,wet,fried,crispy,neutral,Medium
Guwahati,NorthEast,6.0,1.18,outside,closed,Seafood,wet,baked,dry,neutral,Medium
Patna,East,8.9,1.72,refrigerated,closed,Bakery,semi-wet,boiled,soft,fermented,Medium
Srinagar,North,23.8,0.17,outside,open,Non-Vegetarian,dry,baked,crispy,fermented,Spoiled
Patna,East,10.7,0.82,refrigerated,plastic,Dairy,semi-wet,baked,dry,sour,Medium
Shillong,NorthEast,18.5,6.93,outside,open,Bakery,wet,baked,crispy,fermented,Spoiled
Bhopal,Central,11.3,1.95,outside,plastic,Seafood,dry,steamed,soggy,sour,Spoiled
Raipur,Central,2.0,0.07,outside,metal,Non-Vegetarian,dry,steamed,moist,slight,Fresh
Guwahati,NorthEast,17.3,2.28,refrigerated,plastic,Vegetarian,wet,baked,crispy,slight,Medium
Mumbai,West,10.4,1.53,refrigerated,plastic,Dairy,dry,fried,moist,strong,Medium
Raipur,Central,8.3,3.05,outside,plastic,Vegetarian,wet,steamed,firm,fermented,Spoiled
Pune,South,21.7,4.26,refrigerated,open,Non-Vegetarian,wet,fried,soggy,slight,Medium
Imphal,NorthEast,18.8,3.28,refrigerated,closed,Vegetarian,semi-wet,baked,crispy,strong,Medium
Shillong,NorthEast,0.4,0.35,outside,open,Bakery,wet,fried,crispy,fermented,Spoiled
Shillong,NorthEast,21.2,8.06,outside,plastic,Bakery,semi-wet,fried,firm,sour,Spoiled
Surat,West,16.0,4.48,outside,metal,Dairy,wet,boiled,soft,slight,Spoiled
Imphal,NorthEast,21.3,0.35,refrigerated,metal,Dairy,semi-wet,fried,soggy,fermented,Fresh
Chennai,South,22.7,0.64,outside,closed,Dairy,semi-wet,baked,crispy,neutral,Medium
Guwahati,NorthEast,22.8,4.0,outside,closed,Non-Vegetarian,dry,steamed,dry,neutral,Spoiled
Jaipur,North,16.7,4.39,outside,plastic,Seafood,dry,boiled,firm,slight,Spoiled
Shillong,NorthEast,23.0,1.79,refrigerated,closed,Bakery,semi-wet,baked,firm,slight,Fresh
Pune,South,9.8,2.46,outside,metal,Dairy,dry,fried,firm,slight,Medium
Chandigarh,North,14.2,1.89,outside,metal,Non-Vegetarian,semi-wet,fried,firm,fermented,Spoiled
Chennai,South,1.7,4.02,outside,open,Bakery,wet,fried,firm,slight,Medium
Surat,West,23.0,3.7,outside,open,Bakery,semi-wet,fried,dry,neutral,Spoiled
Guwahati,NorthEast,13.2,6.5,outside,open,Vegetarian,wet,steamed,soft,neutral,Spoiled
Guwahati,NorthEast,31.4,4.08,outside,plastic,Dairy,dry,fried,soft,strong,Spoiled
Madurai,South,0.0,5.29,outside,plastic,Vegetarian,semi-wet,boiled,soft,sour,Spoiled
Srinagar,North,3.5,2.32,outside,plastic,Non-Vegetarian,wet,baked,soggy,fermented,Spoiled
Nagpur,Central,23.4,6.39,outside,closed,Vegetarian,wet,steamed,crispy,neutral,Spoiled
Chandigarh,North,9.9,2.49,refrigerated,plastic,Bakery,dry,steamed,crispy,strong,Medium
Delhi,North,0.0,2.21,outside,open,Dairy,dry,boiled,firm,sour,Spoiled
Delhi,North,3.7,0.69,refrigerated,plastic,Vegetarian,dry,fried,firm,neutral,Fresh
Chennai,South,13.6,2.41,outside,plastic,Seafood,dry,steamed,soft,slight,Spoiled
Bhubaneswar,East,16.0,4.39,outside,metal,Vegetarian,dry,steamed,moist,slight,Spoiled
Nagpur,Central,13.0,1.82,outside,plastic,Bakery,dry,boiled,crispy,sour,Spoiled
Kochi,South,11.2,3.37,outside,metal,Non-Vegetarian,semi-wet,boiled,crispy,fermented,Spoiled
Patna,East,0.0,5.54,refrigerated,metal,Seafood,dry,steamed,soggy,slight,Fresh
Chandigarh,North,14.0,3.22,outside,plastic,Dairy,dry,fried,soft,sour,Spoiled
Indore,Central,5.4,3.25,refrigerated,open,Vegetarian,wet,fried,soggy,neutral,Medium
Kochi,South,15.6,3.15,outside,closed,Dairy,semi-wet,steamed,firm,slight,Spoiled
Imphal,NorthEast,24.7,1.49,refrigerated,metal,Non-Vegetarian,dry,baked,crispy,sour,Medium
Chennai,South,7.8,1.02,outside,closed,Vegetarian,dry,steamed,soft,strong,Medium
Kolkata,East,0.0,2.4,outside,open,Vegetarian,dry,steamed,moist,strong,Spoiled
Mumbai,West,0.0,1.99,outside,metal,Seafood,semi-wet,steamed,moist,strong,Medium
Kochi,South,15.4,0.67,outside,open,Seafood,dry,fried,crispy,slight,Medium
Raipur,Central,7.3,0.82,outside,closed,Bakery,semi-wet,baked,moist,slight,Medium
Raipur,Central,10.5,4.85,outside,closed,Bakery,dry,baked,dry,strong,Spoiled
Ahmedabad,West,12.0,7.26,refrigerated,plastic,Bakery,wet,baked,moist,sour,Spoiled
Nagpur,Central,0.0,1.68,refrigerated,closed,Seafood,dry,steamed,soft,sour,Fresh
Mumbai,West,16.5,1.58,refrigerated,plastic,Non-Vegetarian,dry,boiled,soft,neutral,Fresh
Kochi,South,1.0,3.65,refrigerated,open,Dairy,semi-wet,boiled,firm,strong,Medium
Kochi,South,24.5,0.3,outside,metal,Dairy,wet,fried,soft,strong,Spoiled
Bengaluru,South,8.6,4.25,outside,open,Dairy,dry,fried,dry,strong,Spoiled
Jaipur,North,17.1,7.79,refrigerated,plastic,Non-Vegetarian,semi-wet,fried,firm,sour,Spoiled
Delhi,North,10.8,7.04,refrigerated,open,Dairy,dry,steamed,firm,fermented,Spoiled
Lucknow,North,0.0,0.01,refrigerated,metal,Seafood,semi-wet,fried,moist,sour,Fresh
Mumbai,West,24.2,3.75,refrigerated,closed,Vegetarian,dry,steamed,soft,sour,Spoiled
Bhopal,Central,0.0,4.36,outside,closed,Seafood,wet,fried,dry,neutral,Medium
Shillong,NorthEast,0.0,2.57,refrigerated,closed,Bakery,wet,fried,soft,slight,Fresh
Jaipur,North,14.7,1.2,refrigerated,open,Vegetarian,dry,boiled,firm,strong,Medium
Kolkata,East,33.9,1.48,refrigerated,open,Non-Vegetarian,semi-wet,baked,soggy,neutral,Medium
Patna,East,8.3,2.03,outside,closed,Non-Vegetarian,semi-wet,boiled,soggy,neutral,Spoiled
Guwahati,East,27.8,4.27,outside,plastic,Non-Vegetarian,dry,baked,dry,fermented,Spoiled
Chennai,South,7.5,5.03,refrigerated,open,Dairy,semi-wet,steamed,dry,sour,Spoiled
Jaipur,North,17.8,0.92,refrigerated,plastic,Vegetarian,semi-wet,boiled,moist,strong,Medium
Raipur,Central,0.6,3.2,refrigerated,open,Bakery,semi-wet,boiled,dry,neutral,Fresh
Kolkata,East,7.0,0.14,outside,closed,Vegetarian,dry,boiled,crispy,fermented,Medium
Mumbai,West,0.0,2.41,refrigerated,metal,Dairy,dry,baked,soft,neutral,Fresh
Bhopal,Central,5.7,2.29,refrigerated,open,Seafood,dry,boiled,firm,slight,Fresh
Kochi,South,21.2,2.92,outside,closed,Vegetarian,semi-wet,baked,firm,slight,Spoiled
Imphal,NorthEast,1.0,2.52,refrigerated,plastic,Dairy,semi-wet,steamed,firm,strong,Medium
Jaipur,North,6.4,2.16,refrigerated,metal,Non-Vegetarian,semi-wet,steamed,crispy,sour,Medium
Raipur,Central,13.2,1.42,outside,closed,Bakery,wet,baked,firm,slight,Medium
Kolkata,East,29.2,4.45,refrigerated,metal,Bakery,wet,fried,dry,slight,Medium
Nagpur,Central,13.3,5.68,refrigerated,open,Bakery,semi-wet,steamed,moist,sour,Spoiled
Jaipur,North,7.1,4.14,refrigerated,plastic,Vegetarian,dry,boiled,firm,fermented,Medium
Pune,South,18.5,2.37,refrigerated,open,Bakery,semi-wet,boiled,dry,sour,Spoiled
Imphal,NorthEast,5.4,2.08,outside,plastic,Vegetarian,dry,steamed,moist,slight,Spoiled
Indore,Central,8.1,2.26,refrigerated,open,Bakery,wet,baked,firm,fermented,Spoiled
Patna,East,9.7,6.68,outside,open,Dairy,dry,fried,soft,fermented,Spoiled
Bengaluru,South,5.6,4.3,outside,closed,Vegetarian,wet,baked,firm,sour,Spoiled
Imphal,NorthEast,18.0,2.43,outside,metal,Non-Vegetarian,dry,steamed,dry,fermented,Spoiled
Lucknow,North,21.0,7.61,refrigerated,open,Dairy,dry,steamed,firm,sour,Spoiled
Goa,West,4.0,1.35,refrigerated,open,Non-Vegetarian,dry,steamed,soft,neutral,Fresh
Surat,West,0.0,3.59,refrigerated,plastic,Seafood,wet,steamed,dry,strong,Medium
Bhopal,Central,0.0,3.22,refrigerated,plastic,Bakery,semi-wet,fried,firm,sour,Medium
Nagpur,Central,25.6,1.09,refrigerated,closed,Dairy,semi-wet,steamed,soggy,neutral,Fresh
Guwahati,NorthEast,2.0,3.11,refrigerated,open,Dairy,dry,boiled,soggy,neutral,Fresh
Indore,Central,17.6,5.65,refrigerated,open,Bakery,dry,fried,dry,fermented,Medium
Raipur,Central,7.5,4.69,refrigerated,plastic,Seafood,wet,steamed,soft,sour,Spoiled
Goa,West,0.0,2.66,outside,plastic,Bakery,wet,boiled,soft,strong,Spoiled
Mumbai,West,18.5,5.58,refrigerated,plastic,Non-Vegetarian,semi-wet,boiled,firm,strong,Medium
Goa,West,9.0,11.16,outside,plastic,Bakery,semi-wet,steamed,crispy,neutral,Spoiled
Guwahati,NorthEast,3.5,6.17,outside,closed,Bakery,dry,fried,soggy,slight,Medium
Shillong,NorthEast,43.9,4.05,refrigerated,plastic,Non-Vegetarian,wet,fried,moist,fermented,Spoiled
Goa,West,13.4,2.8,outside,metal,Non-Vegetarian,dry,steamed,soft,sour,Spoiled
Patna,East,29.7,1.72,outside,metal,Dairy,wet,baked,moist,fermented,Spoiled
Shillong,NorthEast,4.3,4.52,refrigerated,open,Vegetarian,wet,fried,crispy,neutral,Medium
Nagpur,Central,3.0,2.37,refrigerated,plastic,Dairy,semi-wet,fried,moist,fermented,Medium
Chandigarh,North,10.5,0.85,outside,metal,Non-Vegetarian,semi-wet,boiled,soggy,sour,Spoiled
Goa,West,21.3,2.9,outside,closed,Non-Vegetarian,dry,boiled,soft,slight,Spoiled
Lucknow,North,6.8,4.0,refrigerated,open,Seafood,semi-wet,boiled,soggy,slight,Medium
Bhubaneswar,East,0.0,3.45,outside,plastic,Seafood,dry,baked,dry,strong,Spoiled
Madurai,South,7.5,5.58,outside,metal,Bakery,wet,baked,firm,sour,Spoiled
Surat,West,6.3,1.55,refrigerated,open,Vegetarian,wet,baked,firm,neutral,Fresh
Jaipur,North,0.0,0.01,outside,metal,Bakery,semi-wet,steamed,firm,strong,Medium
Patna,East,13.0,2.66,outside,open,Dairy,wet,steamed,moist,slight,Spoiled
Madurai,South,11.1,0.48,outside,open,Bakery,wet,steamed,crispy,sour,Spoiled
Indore,Central,7.4,0.38,outside,open,Vegetarian,semi-wet,steamed,crispy,sour,Spoiled
Surat,West,22.3,5.76,outside,plastic,Seafood,wet,baked,soft,fermented,Spoiled
Bhopal,Central,7.5,1.87,outside,metal,Seafood,semi-wet,fried,dry,neutral,Medium
Guwahati,East,7.0,0.79,refrigerated,plastic,Bakery,wet,boiled,soft,fermented,Medium
Bhubaneswar,East,20.6,1.81,outside,plastic,Dairy,wet,steamed,crispy,fermented,Spoiled
Goa,West,0.0,5.17,refrigerated,closed,Seafood,wet,baked,dry,fermented,Medium
Indore,Central,11.2,1.24,outside,closed,Non-Vegetarian,dry,steamed,soft,neutral,Medium
Bhubaneswar,East,10.7,2.58,outside,metal,Non-Vegetarian,semi-wet,steamed,dry,fermented,Spoiled
Patna,East,7.8,4.56,refrigerated,open,Bakery,wet,boiled,soggy,strong,Spoiled
Bhopal,Central,11.9,6.83,refrigerated,metal,Non-Vegetarian,semi-wet,fried,dry,neutral,Fresh
Nagpur,Central,20.8,2.02,refrigerated,closed,Non-Vegetarian,semi-wet,steamed,soggy,neutral,Fresh
Guwahati,NorthEast,7.6,0.86,outside,metal,Dairy,wet,steamed,crispy,slight,Medium
Jaipur,North,16.0,4.36,outside,metal,Seafood,semi-wet,fried,moist,neutral,Medium
Kolkata,East,32.3,3.25,refrigerated,open,Vegetarian,wet,fried,firm,neutral,Medium
Mumbai,West,9.5,2.48,refrigerated,metal,Bakery,dry,boiled,moist,sour,Medium
Srinagar,North,3.0,1.97,refrigerated,plastic,Dairy,wet,boiled,soft,sour,Medium
Chandigarh,North,13.4,1.93,refrigerated,open,Dairy,dry,baked,soft,strong,Medium
Nagpur,Central,38.6,0.56,outside,closed,Seafood,dry,fried,firm,strong,Spoiled
Mumbai,West,6.0,0.39,outside,plastic,Seafood,wet,steamed,soggy,sour,Spoiled
Raipur,Central,9.2,1.07,outside,closed,Vegetarian,semi-wet,baked,soggy,strong,Spoiled
Bengaluru,South,29.0,7.85,outside,metal,Bakery,wet,boiled,moist,sour,Spoiled
Ahmedabad,West,21.7,0.77,outside,metal,Seafood,wet,steamed,soggy,strong,Spoiled
Hyderabad,South,18.6,1.84,refrigerated,plastic,Non-Vegetarian,dry,steamed,soft,strong,Medium
Madurai,South,20.5,2.82,refrigerated,open,Seafood,semi-wet,steamed,crispy,neutral,Medium
Hyderabad,South,0.0,1.24,refrigerated,closed,Vegetarian,wet,steamed,moist,sour,Medium
Patna,East,20.6,1.93,outside,metal,Bakery,wet,boiled,crispy,slight,Spoiled
Bhopal,Central,15.2,8.53,outside,metal,Dairy,wet,steamed,moist,fermented,Spoiled
Raipur,Central,0.0,2.29,refrigerated,closed,Vegetarian,dry,steamed,soft,slight,Fresh
Bhopal,Central,1.4,5.11,outside,open,Vegetarian,wet,boiled,firm,neutral,Spoiled
Bhubaneswar,East,11.0,2.4,outside,open,Vegetarian,wet,boiled,soft,fermented,Spoiled
Imphal,NorthEast,20.3,5.34,outside,plastic,Non-Vegetarian,dry,fried,crispy,slight,Spoiled
Bengaluru,South,20.0,3.37,refrigerated,metal,Vegetarian,dry,fried,firm,sour,Medium
Raipur,Central,24.6,0.53,outside,plastic,Dairy,semi-wet,baked,dry,neutral,Spoiled
Hyderabad,South,18.4,0.63,outside,open,Non-Vegetarian,dry,boiled,moist,slight,Spoiled
Imphal,NorthEast,16.3,2.89,refrigerated,open,Bakery,semi-wet,baked,soggy,neutral,Medium
Ahmedabad,West,17.2,2.23,refrigerated,plastic,Dairy,wet,baked,soggy,slight,Medium
Guwahati,NorthEast,10.3,2.79,refrigerated,closed,Non-Vegetarian,semi-wet,steamed,soft,slight,Medium
Patna,East,37.2,0.85,refrigerated,open,Non-Vegetarian,dry,boiled,dry,strong,Medium
Ahmedabad,West,0.3,0.31,refrigerated,open,Non-Vegetarian,dry,steamed,soft,strong,Fresh
Indore,Central,20.4,4.53,refrigerated,open,Vegetarian,wet,baked,soft,fermented,Spoiled
Indore,Central,8.9,0.99,refrigerated,plastic,Non-Vegetarian,semi-wet,fried,firm,neutral,Fresh
Chandigarh,North,22.1,1.82,refrigerated,metal,Vegetarian,semi-wet,boiled,soggy,slight,Fresh
Surat,West,14.3,3.01,refrigerated,plastic,Non-Vegetarian,semi-wet,steamed,soggy,fermented,Spoiled
Delhi,North,11.9,3.83,refrigerated,closed,Seafood,dry,baked,dry,slight,Fresh
Guwahati,NorthEast,9.4,1.85,outside,open,Seafood,semi-wet,boiled,soft,neutral,Spoiled
Delhi,North,9.3,3.17,outside,closed,Vegetarian,dry,steamed,soft,sour,Spoiled
Ahmedabad,West,16.2,6.96,outside,closed,Seafood,wet,fried,crispy,fermented,Spoiled
Shillong,NorthEast,27.2,4.57,refrigerated,plastic,Seafood,wet,steamed,dry,sour,Spoiled
Ahmedabad,West,0.0,0.76,refrigerated,closed,Vegetarian,dry,baked,soft,sour,Fresh
Goa,West,3.7,7.23,refrigerated,open,Dairy,dry,boiled,soft,sour,Spoiled
Kolkata,East,16.3,1.74,outside,open,Seafood,semi-wet,baked,soggy,neutral,Spoiled
Lucknow,North,17.0,0.58,refrigerated,metal,Bakery,wet,boiled,moist,fermented,Spoiled
Mumbai,West,11.4,10.78,outside,metal,Vegetarian,dry,fried,dry,strong,Spoiled
Pune,South,0.0,4.55,refrigerated,closed,Non-Vegetarian,semi-wet,baked,soft,slight,Fresh
Chandigarh,North,6.2,6.38,refrigerated,plastic,Seafood,wet,baked,soft,sour,Spoiled
Pune,South,0.0,1.65,refrigerated,plastic,Seafood,semi-wet,steamed,dry,sour,Medium
Surat,West,1.4,2.98,outside,metal,Non-Vegetarian,semi-wet,fried,soft,sour,Spoiled
Imphal,NorthEast,14.5,1.02,refrigerated,closed,Seafood,semi-wet,baked,firm,neutral,Fresh
Guwahati,NorthEast,9.9,1.01,refrigerated,plastic,Seafood,dry,boiled,firm,neutral,Medium
Hyderabad,South,0.0,2.08,outside,plastic,Vegetarian,wet,fried,soggy,fermented,Spoiled
Imphal,NorthEast,34.2,0.43,outside,plastic,Seafood,dry,steamed,soggy,strong,Spoiled
Raipur,Central,12.6,3.62,outside,closed,Bakery,wet,baked,firm,neutral,Spoiled
Kochi,South,16.2,3.72,outside,plastic,Non-Vegetarian,wet,baked,moist,fermented,Spoiled
Kochi,South,24.4,3.26,outside,closed,Non-Vegetarian,semi-wet,steamed,dry,strong,Spoiled
Ahmedabad,West,18.2,3.35,outside,plastic,Vegetarian,dry,baked,dry,strong,Spoiled
Bhopal,Central,4.2,1.96,refrigerated,closed,Seafood,wet,baked,soft,strong,Fresh
Bengaluru,South,2.1,3.34,outside,metal,Vegetarian,wet,baked,soggy,fermented,Spoiled
Guwahati,East,18.0,0.3,outside,plastic,Bakery,semi-wet,steamed,crispy,sour,Spoiled
Goa,West,9.3,0.07,outside,plastic,Dairy,semi-wet,baked,soft,neutral,Medium
Lucknow,North,20.6,2.6,refrigerated,closed,Seafood,dry,steamed,soggy,neutral,Fresh
Jaipur,North,25.3,3.69,outside,metal,Dairy,semi-wet,boiled,moist,neutral,Spoiled
Mumbai,West,16.6,0.09,outside,plastic,Vegetarian,semi-wet,fried,dry,neutral,Medium
Bhubaneswar,East,41.0,2.1,outside,closed,Bakery,semi-wet,boiled,dry,slight,Spoiled
Patna,East,19.0,4.88,outside,plastic,Dairy,semi-wet,baked,crispy,slight,Spoiled
Goa,West,27.4,0.49,refrigerated,closed,Bakery,semi-wet,steamed,soggy,strong,Fresh
Jaipur,North,5.2,3.2,refrigerated,closed,Bakery,wet,baked,moist,strong,Medium
Ahmedabad,West,8.8,3.84,refrigerated,open,Dairy,semi-wet,steamed,crispy,strong,Medium
Lucknow,North,1.1,1.28,refrigerated,plastic,Non-Vegetarian,semi-wet,steamed,soggy,fermented,Medium
Chandigarh,North,0.0,7.31,refrigerated,plastic,Seafood,wet,boiled,moist,fermented,Spoiled
Guwahati,NorthEast,13.0,0.1,outside,metal,Seafood,dry,baked,crispy,fermented,Spoiled
Lucknow,North,17.4,2.61,refrigerated,plastic,Dairy,semi-wet,fried,soggy,strong,Medium
Chennai,South,21.1,0.06,outside,open,Bakery,semi-wet,baked,firm,strong,Spoiled
Pune,South,0.0,1.51,outside,open,Dairy,wet,steamed,moist,slight,Spoiled
Guwahati,East,11.7,4.49,refrigerated,open,Vegetarian,semi-wet,boiled,moist,sour,Spoiled
Bengaluru,South,27.8,1.96,outside,open,Non-Vegetarian,dry,fried,moist,neutral,Spoiled
